
code	|	name	|	preferred name	|	lineage
2	|	Amur tiger	|	Panthera tigris altaica	|	74533 9694 9688 338153 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	common yellow swallowtail	|	Papilio machaon	|	76193 7145 189315 42289 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	common Mormon	|	Papilio polytes	|	76194 7145 189315 42289 7143 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	olive baboon	|	Papio anubis	|	9555 9554 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Indian glassy fish	|	Parambassis ranga	|	210632 210631 205120 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Parapoynx stratiotata	|	 	|	1594321 687116 299362 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	specked wood butterfly	|	Pararge aegeria	|	116150 111932 366209 127320 42282 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Parastagonospora nodorum	|	 	|	13684 1351751 5020 715340 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Parastagonospora nodorum SN15	|	 	|	321614 13684 1351751 5020 715340 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	Great Tit	|	Parus major	|	9157 9154 9153 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	House sparrow	|	Passer domesticus	|	48849 9159 9158 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Patella pellucida	|	 	|	88005 6463 6462 146277 69675 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	Chinese soft-shelled turtle	|	Pelodiscus sinensis	|	13735 204969 34907 1579275 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	black tiger shrimp	|	Penaeus monodon	|	6687 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Penicillium chrysogenum	|	 	|	5076 254878 5073 1131492 5042 451871 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Penicillium digitatum PHI26	|	 	|	1170229 36651 5073 1131492 5042 451871 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Penicillium digitatum Pd1	|	 	|	1170230 36651 5073 1131492 5042 451871 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	yellow perch	|	Perca flavescens	|	8167 8166 641307 8165 8112 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	European perch	|	Perca fluviatilis	|	8168 8166 641307 8165 8112 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	willow beauty	|	Peribatodes rhomboidaria	|	190356 190355 82596 82593 82592 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Periophthalmus magnuspinnatus	|	 	|	409849 86204 497678 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	white-footed mouse	|	Peromyscus leucopus	|	10041 10040 337963 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	prairie deer mouse	|	Peromyscus maniculatus bairdii	|	230844 10042 10040 337963 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	sea lamprey	|	Petromyzon marinus	|	7757 7756 7746 7745 117569 1476529 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Common warthog	|	Phacochoerus africanus	|	41426 41425 9821 35497 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Phalera bucephala	|	 	|	753216 13633 319773 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pheosia gnoma	|	 	|	988018 214308 319765 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pheosia tremula	|	 	|	988019 214308 319765 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Philereme vetulata	|	 	|	934888 873511 104450 82593 82592 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Phlogophora meticulosa	|	 	|	875884 320089 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	harbor seal	|	Phoca vitulina	|	9720 9717 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	vaquita	|	Phocoena sinus	|	42100 9741 9740 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	date palm	|	Phoenix dactylifera	|	42345 4719 169748 169700 4710 40551 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	rock gunnel	|	Pholis gunnellus	|	56726 56725 181468 56724 8192 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Phorcus lineatus	|	 	|	1620919 1093071 1955429 6466 216285 2315720 216275 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	pale spear-nosed bat	|	Phyllostomus discolor	|	89673 9422 40238 9415 30560 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Physcomitrium patens	|	 	|	3218 37414 3216 3215 114656 3214 404260 3208 3193 131221 35493 33090 2759 131567 
2	|	sperm whale	|	Physeter catodon	|	9755 9753 9750 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	large cabbage white	|	Pieris brassicae	|	7116 7115 152601 42449 7114 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pieris napi	|	 	|	78633 7115 152601 42449 7114 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	cabbage white	|	Pieris rapae	|	64459 7115 152601 42449 7114 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	common pipistrelle	|	Pipistrellus pipistrellus	|	59474 27671 9431 30560 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Plasmodium berghei	|	 	|	5821 418101 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Plasmodium berghei ANKA	|	 	|	5823 5821 418101 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Plasmodium cynomolgi	|	 	|	5827 418103 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Plasmodium falciparum HB3	|	 	|	137071 5833 418107 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Plasmodium knowlesi strain H	|	 	|	5851 5850 418103 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Plasmodium relictum	|	 	|	85471 418104 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
2	|	malaria parasite P. vivax	|	Plasmodium vivax	|	5855 418103 5820 1639119 5819 422676 5794 33630 2698737 2759 131567 
1	|	Platycheirus albimanus	|	 	|	414846 192444 224219 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Plebejus argus	|	 	|	242267 242266 42297 27544 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	leopard coralgrouper	|	Plectropomus leopardus	|	160734 134629 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	diamondback moth	|	Plutella xylostella	|	51655 51654 51653 37582 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pluvialis apricaria	|	 	|	670352 171272 8907 8906 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Common wall lizard	|	Podarcis muralis	|	64176 42163 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Podila verticillata NRRL 6337	|	 	|	1069443 78898 2779937 4854 214503 2212732 1137986 1913637 112252 4751 33154 2759 131567 
1	|	Podospora anserina	|	 	|	2587412 5144 2609812 5139 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	Black-capped chickadee	|	Poecile atricapillus	|	48891 142475 9153 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	guppy	|	Poecilia reticulata	|	8081 8080 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Red-fronted tinkerbird	|	Pogoniulus pusillus	|	488313 91774 91768 9219 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Mississippi paddlefish	|	Polyodon spathula	|	7913 7912 186621 186619 7911 186622 7899 32440 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	gray bichir	|	Polypterus senegalus	|	55291 8290 8289 8288 1338366 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	gray bichir	|	Polypterus senegalus senegalus	|	178879 55291 8290 8289 8288 1338366 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Pomacea canaliculata	|	 	|	400727 72702 54973 6475 75116 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	Sumatran orangutan	|	Pongo abelii	|	9601 9599 607660 9604 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	South Island takahe	|	Porphyrio hochstetteri	|	439704 54483 9119 9108 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	swimming crab	|	Portunus trituberculatus	|	210409 80835 6757 6774 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Priapulus caudatus	|	 	|	37621 37847 37891 2082909 2082883 33467 1215728 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	tawny-flanked prinia	|	Prinia subflava	|	208062 81891 81890 2116661 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	leopard cat	|	Prionailurus bengalensis	|	37029 37028 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	smalltooth sawfish	|	Pristis pectinata	|	685728 55130 55129 117887 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red swamp crayfish	|	Procambarus clarkii	|	6728 6726 72430 6725 6724 6712 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Coquerel's sifaka	|	Propithecus coquereli	|	379532 30600 30599 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Chinese habu	|	Protobothrops mucrosquamatus	|	103944 103943 8710 8689 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	West African lungfish	|	Protopterus annectens	|	7888 7885 7884 7879 2823314 118077 7878 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	almond	|	Prunus dulcis	|	3755 3754 721805 171637 3745 3744 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Pseudogymnoascus destructans 20631-21	|	 	|	658429 655981 78156 34379 221903 147548 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	Tibetan ground-tit	|	Pseudopodoces humilis	|	181119 181118 9153 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	yellow-throated sandgrouse	|	Pterocles gutturalis	|	240206 56296 56295 8920 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	black flying fox	|	Pteropus alecto	|	9402 9401 77225 9398 30559 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Pterostichus madidus	|	 	|	767470 484232 41078 879230 71541 41073 535382 41071 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	Sumatra barb	|	Oliotius oligolepis	|	1606676 1606675 2743705 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	Sumatra barb	|	Puntigrus tetrazona	|	1606681 1606679 2743705 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red-bellied piranha	|	Pygocentrus nattereri	|	42514 42513 42495 1489739 7991 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Adelie penguin	|	Pygoscelis adeliae	|	9238 9237 9231 9230 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Pyrenophora teres f. teres	|	 	|	97479 53485 5027 28556 715340 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Pyrenophora tritici-repentis	|	 	|	45151 5027 28556 715340 92860 451868 147541 715962 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	grizzled skipper	|	Pyrgus malvae	|	218760 40102 40100 40093 40092 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pyrochroa serraticornis	|	 	|	346838 295984 55098 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Pyrrhoderma noxium	|	 	|	2282107 175660 40424 139380 355688 155619 5302 5204 451864 4751 33154 2759 131567 
2	|	Burmese python	|	Python bivittatus	|	176946 37579 34984 34979 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	common frog	|	Rana temporaria	|	8407 121175 8399 8397 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Norway rat	|	Rattus norvegicus	|	10116 10114 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	black rat	|	Rattus rattus	|	10117 10114 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Rhagonycha fulva	|	 	|	41101 41100 433502 41097 71193 41087 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	two-lined caecilian	|	Rhinatrema bivittatum	|	194408 194407 30380 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	greater horseshoe bat	|	Rhinolophus ferrumequinum	|	59479 49442 186995 58055 30560 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	golden snub-nosed monkey	|	Rhinopithecus roxellana	|	61622 542827 9569 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	southern cattle tick	|	Rhipicephalus microplus	|	6941 6940 34630 426437 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	brown dog tick	|	Rhipicephalus sanguineus	|	34632 578835 426455 34630 426437 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Rhododendron simsii	|	 	|	118357 4346 217046 217035 4345 41945 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	China rose	|	Rosa chinensis	|	74649 3764 1176516 171638 3745 3744 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Saccharomyces arboricola H-6	|	 	|	1160507 706196 4930 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
2	|	baker's yeast	|	Saccharomyces cerevisiae	|	4932 4930 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Saccharomyces cerevisiae R008	|	 	|	1182966 4932 4930 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Saccharomyces cerevisiae W303	|	 	|	580240 4932 4930 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Saccharomyces eubayanus	|	 	|	1080349 4930 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Saccoglossus kowalevskii	|	 	|	10224 10222 10221 10220 10219 33511 33213 6072 33208 33154 2759 131567 
2+	|	Bolivian squirrel monkey	|	Saimiri boliviensis	|	27679 9520 378850 9498 9479 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	Bolivian squirrel monkey	|	Saimiri boliviensis boliviensis	|	39432 27679 9520 378850 9498 9479 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	jewelled blenny	|	Salarias fasciatus	|	181472 94311 703913 56718 56717 1489921 1489920 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Salix brachista	|	 	|	2182728 40685 238069 3688 3646 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Salix dunnii	|	 	|	1413687 40685 238069 3688 3646 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Atlantic salmon	|	Salmo salar	|	8030 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	river trout	|	Salmo trutta	|	8032 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	river trout	|	Salmo trutta fario	|	99804 8032 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Arctic char	|	Salvelinus alpinus	|	8036 8033 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	lake trout	|	Salvelinus namaycush	|	8040 8033 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Salvelinus sp. IW2-2015	|	 	|	2691554 2619774 8033 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	bonfire salvia	|	Salvia splendens	|	180675 2026556 2026555 21880 2836339 216718 216706 4136 4143 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	pikeperch	|	Sander lucioperca	|	283035 283033 641308 8165 8112 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Tasmanian devil	|	Sarcophilus harrisii	|	9305 9304 9277 38608 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Scatophagus argus	|	 	|	75038 75037 30869 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Scenedesmus sp. PABB004	|	 	|	2742167 1963036 3087 3086 35491 2812636 3166 2692248 3041 33090 2759 131567 
1	|	Schistosoma mansoni	|	 	|	6183 6181 31245 31244 6180 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	pinion-streaked snout moth	|	Schrankia costaestrigalis	|	411963 411962 95217 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Eurasian red squirrel	|	Sciurus vulgaris	|	55149 10001 337752 9991 55153 33553 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Asian bonytongue	|	Scleropages formosus	|	113540 27726 27723 41712 31089 1489343 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Sclerotinia sclerotiorum 1980 UF-70	|	 	|	665079 5180 5179 28983 5178 147548 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	turbot	|	Scophthalmus maximus	|	52904 52903 52902 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	smaller spotted catshark	|	Scyliorhinus canicula	|	7830 7829 7826 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	honeycomb rockfish	|	Sebastes umbrosus	|	72105 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Selenia dentaria	|	 	|	934894 572919 82596 82593 82592 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Common canary	|	Serinus canaria	|	9135 9134 37599 9133 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Sesia apiformis	|	 	|	748215 287191 301638 106499 106496 104434 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	myrtle warbler	|	Setophaga coronata coronata	|	1037456 111975 182948 400782 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
